Composite.Element.REF	TCGA-A6-3807-01	TCGA-A6-3808-01	TCGA-A6-3810-01	TCGA-AA-3518-01	TCGA-AA-3525-01	TCGA-AA-3526-01	TCGA-AA-3529-01	TCGA-AA-3531-01	TCGA-AA-3534-01	TCGA-AA-3552-01	TCGA-AA-3554-01	TCGA-AA-3558-01	TCGA-AA-3561-01	TCGA-AA-3664-01	TCGA-AA-3666-01	TCGA-AA-3672-01	TCGA-AA-3684-01	TCGA-AA-3695-01	TCGA-AA-3710-01	TCGA-AA-3715-01	TCGA-AA-3818-01	TCGA-AA-3848-01	TCGA-AA-3864-01	TCGA-AA-3986-01	TCGA-AA-3989-01	TCGA-AA-A004-01	TCGA-AA-A00E-01	TCGA-AA-A00F-01	TCGA-AA-A00J-01	TCGA-AA-A00O-01	TCGA-AA-A00U-01	TCGA-AA-A010-01	TCGA-AA-A017-01	TCGA-AA-A01C-01	TCGA-AA-A01D-01	TCGA-AA-A01F-01	TCGA-AA-A01I-01	TCGA-AA-A01K-01	TCGA-AA-A01P-01	TCGA-AA-A01R-01	TCGA-AA-A01S-01	TCGA-AA-A01T-01	TCGA-AA-A01V-01	TCGA-AA-A01X-01	TCGA-AA-A01Z-01	TCGA-AA-A022-01	TCGA-AA-A024-01	TCGA-AA-A029-01	TCGA-AA-A02E-01	TCGA-AA-A02H-01	TCGA-AA-A02J-01	TCGA-AA-A02O-01	TCGA-AA-A02R-01	TCGA-AA-A02Y-01	TCGA-AA-A03F-01	TCGA-AA-A03J-01	TCGA-AF-2691-01	TCGA-AF-2692-01	TCGA-AF-3400-01	TCGA-AF-3913-01	TCGA-AG-3574-01	TCGA-AG-3580-01	TCGA-AG-3584-01	TCGA-AG-3593-01	TCGA-AG-3594-01	TCGA-AG-4007-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A014-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-AG-A01J-01	TCGA-AG-A01L-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A026-01	TCGA-AG-A02N-01	TCGA-AG-A02X-01	TCGA-AG-A032-01	TCGA-AG-A036-01	TCGA-AA-A00A-01	TCGA-AA-A00N-01	TCGA-AA-A00K-01	TCGA-AA-A00R-01	TCGA-AG-A00H-01
PARG|PARG	1.1825	NaN	NaN	NaN	NaN	NaN	-0.2001	NaN	NaN	0.4846	NaN	0.6727	NaN	NaN	NaN	0.6101	NaN	NaN	NaN	NaN	NaN	0.8618	0.7959	NaN	-0.1484	NaN	-0.5468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.0357	NaN	NaN	0.1191	NaN	-0.4296	0.6828	NaN	-1.9639	NaN	-0.7742	NaN	-0.7103	NaN	NaN	NaN	NaN	NaN	NaN	-0.4635	NaN	NaN	-2.1965	NaN	1.1303	NaN	0.4699	1.6920	NaN	1.2493	NaN	0.6468	NaN	-1.1961	-0.2312	NaN	NaN	-0.9213	-0.9680	NaN	NaN	0.4906	0.2194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6917	NaN	NaN	0.7865	NaN
PARK7|PARK7	0.6742	0.9112	-0.2717	0.7242	-0.8559	-1.0146	0.7748	0.2852	-0.6624	0.2340	-0.1283	-0.2506	-0.1511	-0.5933	0.7352	0.7391	0.2894	-0.3627	0.6143	-2.1506	0.4725	1.1382	0.5259	-0.2244	0.5350	0.8730	0.4589	0.8143	-1.2696	1.7516	0.7246	0.3120	1.1830	0.7522	-0.6277	-3.9019	0.3541	-0.1549	0.5022	0.3907	-0.2447	0.4146	1.8479	-0.1338	1.3099	-0.5341	-0.6559	0.2144	-1.0013	0.2124	-0.5440	0.2736	0.1638	-0.0614	0.9488	-0.3675	-0.8110	0.0186	-0.2722	0.3276	1.1038	0.9481	0.1652	1.0143	0.5068	-3.1010	0.7788	-0.7442	-1.7442	0.5681	0.3813	0.5868	0.7430	-3.1910	2.1176	0.0444	-0.4486	-1.0713	0.0680	0.2003	0.1158	-0.2361	-1.3808	-0.9752	-1.0550	-0.6897	-0.9440	-0.1484	0.5266	0.6050
PARN|PARN	NaN	-0.2271	NaN	NaN	NaN	1.2183	0.3703	1.0697	NaN	-0.0912	-0.1156	-0.2886	-0.3462	0.2475	NaN	NaN	NaN	-0.1113	-0.5729	NaN	NaN	1.0803	NaN	NaN	0.0277	NaN	NaN	NaN	-1.0496	NaN	-0.3263	NaN	1.9249	0.8232	NaN	-2.0017	0.0296	NaN	NaN	1.9116	0.0483	0.8416	NaN	1.1519	-0.9357	0.7754	-2.6501	0.7735	-0.6926	0.6635	NaN	NaN	NaN	-0.3619	0.1887	-0.1119	NaN	NaN	NaN	0.2801	NaN	-0.3261	NaN	0.8164	0.2727	-1.5448	-0.3025	0.4870	-2.8165	0.8229	-1.3047	-0.2212	1.2135	-1.8263	NaN	0.1905	1.0287	-0.6841	NaN	NaN	0.5097	0.0483	NaN	NaN	NaN	NaN	NaN	NaN	-0.3154	0.4084
PARP1|PARP1	0.1480	-0.0723	-0.1369	0.5530	0.0361	0.6321	0.9684	0.8078	-0.1861	0.2529	0.0147	0.4001	1.4986	0.2716	1.5522	1.7433	-0.3195	-0.1663	0.2948	-2.9774	-0.1869	1.5140	1.3859	-0.5364	-0.2921	0.4071	0.9993	0.2218	-0.3066	0.6580	0.5486	0.1125	0.8725	0.5065	-2.0181	-2.4604	-0.0705	0.0745	1.9642	1.1671	-0.1913	0.1899	0.5701	0.8888	-0.6511	-0.5407	-0.9213	-0.1840	0.7849	0.0950	-1.0219	0.1783	-0.1653	0.1529	0.3567	0.1647	0.3864	0.0554	-1.8613	-1.4394	0.1655	0.8507	0.1357	1.4382	0.2040	-2.3767	0.8491	-0.6209	-1.8562	0.8780	0.4393	0.3632	0.9472	-2.6870	0.8283	-1.5136	0.8003	-0.4604	-0.9071	-0.6377	0.7098	0.0494	-0.8669	-0.2030	-1.1505	-0.3700	-1.6469	-1.3708	1.1850	0.1012
PARP10|PARP10	1.2066	NaN	NaN	0.6251	NaN	-1.8670	NaN	NaN	NaN	-0.0544	-0.5997	0.2223	-0.2335	-0.3421	NaN	NaN	NaN	NaN	0.9196	-0.7377	NaN	0.3813	NaN	NaN	0.4740	NaN	NaN	NaN	0.0504	0.5533	0.8017	NaN	1.1777	NaN	NaN	NaN	-1.1408	NaN	2.0059	0.9197	NaN	NaN	-0.0229	-0.7639	NaN	-0.1600	NaN	-0.0738	0.0632	NaN	NaN	NaN	NaN	-1.0129	NaN	NaN	NaN	NaN	NaN	NaN	1.8127	NaN	-0.2653	1.2643	0.7212	-1.1523	NaN	-0.2677	-1.8395	1.5221	-0.6014	-0.6805	NaN	-1.8900	NaN	NaN	0.6775	NaN	-0.7804	NaN	NaN	0.8255	NaN	NaN	-1.8815	0.4847	NaN	-1.0322	1.1731	-0.4821
PARP12|PARP12	NaN	2.0631	NaN	-0.0600	NaN	-0.3147	3.4341	0.5348	NaN	0.2750	0.0099	NaN	NaN	-0.0677	NaN	NaN	NaN	0.2582	1.0121	NaN	NaN	0.3848	NaN	-1.0050	NaN	NaN	0.0072	NaN	-1.2423	0.5595	NaN	NaN	2.3084	NaN	NaN	-0.4077	-0.5128	-0.0901	NaN	0.1198	NaN	0.2601	NaN	0.2827	-1.4660	-0.2693	-2.1299	0.7406	-0.7621	NaN	NaN	-0.0380	NaN	NaN	0.3486	NaN	0.7143	NaN	NaN	NaN	NaN	NaN	-0.4991	-0.3479	NaN	-1.5379	NaN	NaN	-0.1596	NaN	NaN	-0.4265	NaN	-1.4356	NaN	NaN	-1.0014	NaN	NaN	NaN	NaN	0.4769	-0.1366	1.0558	-0.7380	-0.0565	NaN	NaN	-0.1075	-0.0334
PARP14|PARP14	0.5156	-0.2942	-0.4943	0.8176	-0.4088	0.6788	0.1699	0.2794	-0.4931	0.1249	0.8316	-0.0875	0.0505	0.0551	0.8115	1.5659	-0.6713	-1.0145	1.8459	-2.7441	NaN	1.4828	1.1338	0.1307	-0.0691	NaN	0.7123	1.2363	-0.3383	-0.2611	0.0803	-1.0813	-0.3088	NaN	NaN	-1.7926	0.0114	0.2545	1.0919	1.7149	-0.4453	1.3675	-0.5185	-0.5178	-2.5432	0.1416	NaN	1.2177	-1.6035	NaN	-0.7120	0.2629	0.5714	-0.1383	1.3172	0.4199	0.8878	-0.0369	-0.9726	-0.2766	-0.8441	1.7506	0.2906	1.5338	1.7196	-0.8842	-1.7492	0.2880	0.3091	0.1932	0.0214	-0.7009	-0.7817	-2.5706	NaN	0.0767	0.2257	0.0160	-1.1282	0.7377	0.3477	-0.1245	-0.8609	0.0888	-1.6596	0.1880	-0.8392	-1.1984	1.6369	-0.0405
PARP4|PARP4	0.9971	-0.9588	-0.1197	-0.2640	-0.3873	-0.7593	-0.6684	0.7547	-0.5495	-1.1272	0.2034	0.8739	0.7673	-0.6395	0.9449	-0.8978	0.4455	0.0680	0.3562	-3.2423	3.5566	1.0103	0.9318	-0.8116	1.5277	0.8145	0.4592	1.4441	-1.3423	0.3236	-0.3244	-0.1461	1.0067	0.6529	-1.5131	-0.0841	-0.8646	0.0582	1.8956	-0.7465	-0.6608	1.0329	0.4905	-0.7048	-0.2914	-0.8870	-0.6996	1.0767	-0.1085	-0.3586	-1.0454	0.2079	-0.9610	0.1780	0.7210	0.7104	0.5099	2.6344	-0.4657	0.0119	-0.1301	0.4292	0.7201	0.4646	0.0958	-1.5597	0.5374	0.6645	-0.4520	0.5417	-0.0689	1.2783	0.8082	-1.3904	0.9188	0.3870	-0.3260	-0.3937	-1.3417	0.4420	-0.2675	-0.0092	-0.5827	0.3505	-1.4443	-0.4588	-1.2507	-1.6362	-1.8358	0.4733
PARP9|PARP9	0.0735	NaN	NaN	0.6561	-2.0119	1.9830	NaN	0.4212	NaN	0.7138	0.2720	NaN	-1.0467	0.7098	0.5964	0.5956	NaN	-0.7773	0.8283	-1.8350	NaN	0.8373	0.4548	0.1192	-0.5694	NaN	0.3484	NaN	-1.4694	0.1344	0.9699	NaN	NaN	NaN	NaN	-0.2626	-0.8000	0.2554	0.9641	2.1387	-1.0738	0.3640	0.1323	-1.0427	-1.4785	0.9245	NaN	0.0305	NaN	NaN	NaN	0.1204	-1.2930	0.1003	-0.5626	NaN	NaN	NaN	NaN	0.5362	0.9202	1.5914	-0.3752	-0.8350	1.8161	-1.4252	NaN	-0.1068	NaN	-0.0242	0.5547	NaN	NaN	-2.4436	NaN	NaN	0.6018	NaN	NaN	NaN	NaN	NaN	NaN	-1.3388	-1.5416	0.1587	-0.0916	0.8793	0.3423	0.2603
PARS2|PARS2	0.5939	NaN	NaN	-0.0327	NaN	-1.5048	NaN	NaN	NaN	NaN	NaN	NaN	-0.7024	NaN	1.7356	NaN	-0.4761	NaN	NaN	NaN	-0.1498	0.8347	NaN	NaN	NaN	0.1022	NaN	NaN	-0.1086	0.6496	NaN	NaN	0.9901	-0.1232	NaN	NaN	NaN	NaN	-0.5796	NaN	NaN	0.0356	0.7716	0.3355	NaN	0.9722	NaN	NaN	-2.1107	0.6710	0.0846	1.5783	NaN	0.5285	NaN	-0.1277	2.0383	NaN	NaN	0.4848	NaN	NaN	NaN	NaN	NaN	-1.5982	NaN	NaN	-0.3564	NaN	0.1822	0.3282	NaN	-1.0982	NaN	NaN	-1.0740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.1784	NaN	NaN	NaN	NaN	-0.6961
PARVA|PARVA	0.7901	1.9778	0.3640	0.3911	-1.2769	0.4982	1.2826	1.1928	0.1569	0.9846	0.4627	-0.8146	-0.4332	-0.7971	-0.4575	-1.2904	0.5245	0.4566	0.2638	-1.9339	1.3076	1.3094	0.5978	0.5259	0.2959	0.5328	-0.3089	1.2618	-1.1063	1.1221	-0.8959	-0.8538	0.8409	0.5621	0.1963	-2.6682	-0.0798	0.5075	0.2313	-0.2491	-0.8435	-0.1565	1.1862	-0.3258	-2.5895	-0.8155	-0.9238	-0.3675	-0.3453	0.0880	-0.9124	-0.3112	-0.1336	-0.0514	0.4764	-0.8749	-1.3839	0.8098	-1.4209	0.6395	0.5918	2.2283	0.5346	0.6236	0.2095	-1.2464	-1.1329	1.5842	-1.7711	0.2987	-0.3334	0.3095	0.2928	-0.7964	2.2903	0.0325	0.0480	-1.0792	2.4942	-0.3116	-0.0179	-0.9357	-0.8195	-0.6715	0.4660	-0.1351	-1.5458	0.1792	0.9277	0.4693
PARVG|PARVG	NaN	NaN	NaN	NaN	NaN	1.7351	NaN	NaN	NaN	NaN	-0.1946	-0.9030	NaN	NaN	NaN	0.3729	NaN	NaN	-0.8027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3278	NaN	NaN	NaN	NaN	NaN	NaN	1.3776	-0.2846	NaN	1.6022	NaN	-0.1403	NaN	NaN	-0.7605	NaN	NaN	NaN	NaN	NaN	1.0298	NaN	NaN	NaN	NaN	-1.0306	NaN	NaN	NaN	NaN	-1.5448	NaN	-0.5617	NaN	NaN	NaN	NaN	NaN	-0.8183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7114	NaN	NaN	0.6856	1.2771
PATL1|PATL1	NaN	-0.3889	-0.4747	0.4403	-0.4330	0.1809	1.9880	0.6264	-0.2843	0.2530	0.8361	0.0134	-0.1458	-0.5065	NaN	0.2034	-0.1155	0.7122	0.2065	NaN	-0.2886	0.9225	1.2621	-0.1539	NaN	-0.4720	0.0228	0.9502	-0.9940	0.3344	0.6698	-0.5017	0.6849	0.2254	-0.7432	-1.3934	-0.8129	2.6597	0.5390	0.5469	-0.0036	NaN	0.5606	-0.5745	-2.5556	-1.0271	NaN	0.2274	-0.5029	0.2924	0.3796	0.8543	-0.5950	-0.5239	1.3033	-0.6924	-1.2360	-0.0193	-1.0656	0.4526	0.3121	1.2506	0.0250	0.9184	NaN	-1.4800	NaN	-1.7034	-1.0468	0.1337	NaN	0.0576	0.2510	-2.8604	3.0193	-0.3131	-0.6546	NaN	1.5119	0.0002	1.7931	0.4126	-0.4718	NaN	-1.6569	-0.5319	-1.2119	NaN	0.4012	NaN
PAWR|PAWR	1.1229	NaN	-0.2573	-0.5508	0.2641	2.2814	0.3701	1.4762	NaN	-0.4622	NaN	NaN	-0.0635	NaN	0.4495	-0.7203	0.0121	0.3804	-1.2325	NaN	-0.5135	0.8581	3.3725	NaN	-0.2781	0.1515	1.2282	1.4756	-1.7061	0.6426	0.2592	NaN	-0.7830	0.2261	-0.5812	-1.9245	0.0269	-0.1609	0.3982	NaN	-0.3122	0.9978	0.6248	-1.5615	NaN	NaN	-1.1145	1.1471	-0.9833	0.5099	-0.7609	-0.9184	0.2455	0.3352	1.2865	-0.0822	NaN	0.3937	NaN	0.0955	NaN	0.1333	-0.4798	0.4279	1.0295	-3.1880	-0.0673	0.4611	-1.0945	1.2937	-0.5721	-0.7342	1.6004	-0.7021	NaN	-0.2077	-0.0429	-0.1997	-0.5088	-0.5029	0.0738	1.0968	-0.8064	-0.8553	-0.0805	-0.4614	-0.9861	-0.0608	-1.4446	1.2140
PAXBP1|PAXBP1	NaN	NaN	NaN	NaN	-1.7015	0.3089	-0.7325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7689	NaN	NaN	NaN	-0.2028	NaN	NaN	1.2904	NaN	NaN	0.5408	0.9533	NaN	NaN	NaN	NaN	1.7480	NaN	0.4029	-0.2873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0628	-1.3113	NaN	NaN	NaN	-0.6582	NaN	NaN	NaN	NaN	0.0846	1.6122	NaN	NaN	-0.0088	NaN	NaN	NaN	NaN	-0.1351	NaN	NaN	NaN	NaN	NaN	-1.4045	-0.0542	NaN	NaN	1.0264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8802	NaN	NaN	NaN	-1.9517	0.5286
PBDC1|PBDC1	0.0601	-1.2039	-0.1881	0.1227	NaN	0.1325	0.7422	2.6640	-0.0856	0.2721	0.1412	0.0778	0.8247	-1.8565	-0.1566	-0.2304	0.2977	-0.4069	0.1140	-2.3131	0.2860	2.1423	0.0640	-0.6984	0.8831	0.1361	0.1713	1.0429	-0.5370	-0.3870	0.4968	-1.2339	1.0889	0.0833	-1.5809	-1.7403	1.5070	0.0734	-0.2265	0.3455	-0.2294	0.4399	1.2708	0.4077	-3.0575	0.9090	-0.8998	0.4940	-0.7098	1.0908	-0.2708	1.3684	-1.4169	0.1770	0.7909	0.7993	-0.6818	-0.0789	0.4195	-0.0490	0.5826	0.1570	0.2144	1.1038	0.7852	-1.7523	-2.0240	0.8618	-0.7832	0.4072	-1.1242	2.0303	1.1738	-0.4588	1.5247	0.1525	-0.5323	-0.2224	-0.7566	0.4941	1.4325	0.0782	-0.1513	-1.3343	-0.8521	-0.4621	-1.7409	-0.1948	-0.5262	0.2194
PBK|PBK	NaN	NaN	NaN	NaN	NaN	0.7249	NaN	1.4318	NaN	NaN	NaN	0.8145	NaN	-0.4495	NaN	NaN	NaN	-0.4574	NaN	-0.6356	NaN	NaN	1.3582	NaN	NaN	NaN	-0.0976	NaN	-1.0324	NaN	0.2216	NaN	NaN	NaN	NaN	0.1920	0.1746	NaN	NaN	NaN	NaN	NaN	NaN	-0.8302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2974	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1420	-1.8735	NaN	NaN	NaN	NaN	-1.5883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3132	NaN	NaN	NaN	0.8575	NaN	NaN	1.7208	NaN
PBLD|PBLD	0.5271	NaN	-0.7848	NaN	NaN	-0.7855	-0.6790	-0.9552	0.2994	NaN	-0.2784	NaN	NaN	NaN	0.3427	NaN	2.0326	NaN	-0.9629	NaN	NaN	NaN	NaN	NaN	0.1499	0.8574	-2.2905	1.3524	NaN	NaN	NaN	1.5398	0.3286	1.4571	NaN	NaN	0.0523	NaN	NaN	NaN	-1.1446	0.8988	NaN	NaN	NaN	NaN	NaN	0.2843	NaN	1.1399	NaN	NaN	1.0428	0.0839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0806	NaN	-0.3125	-1.1848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1505	-0.7923	NaN	NaN	-0.7035
PBRM1|PBRM1	NaN	NaN	NaN	NaN	NaN	0.0777	0.5430	0.1528	NaN	NaN	NaN	0.4820	-0.1410	0.3391	NaN	0.3115	NaN	0.9937	NaN	NaN	1.0233	1.2329	-0.1668	NaN	0.4962	NaN	0.5813	NaN	-0.0108	NaN	1.1022	NaN	NaN	0.7966	NaN	1.2344	1.2031	NaN	NaN	1.1209	NaN	0.4906	NaN	-1.7453	NaN	NaN	NaN	-0.0446	-0.7269	NaN	NaN	-0.6983	NaN	-0.8047	NaN	-0.2297	-2.4509	-0.5162	0.0802	NaN	NaN	NaN	NaN	-0.9080	-0.1068	-1.0735	NaN	NaN	-2.0649	1.3076	NaN	NaN	-0.3846	-1.9417	NaN	-0.4535	0.2626	NaN	NaN	NaN	NaN	2.1176	NaN	NaN	-1.3978	-0.2503	NaN	NaN	NaN	0.1668
PBXIP1|PBXIP1	0.5666	0.5041	-0.1106	0.4721	NaN	-1.1289	0.8238	0.6321	-0.2923	0.9345	0.1558	NaN	0.6923	-0.2357	0.0533	NaN	-0.3861	-0.4275	0.5002	NaN	0.4636	1.4264	-0.6952	-0.0611	-0.7752	-0.8916	-1.4536	-0.0673	0.7070	1.7883	0.7282	NaN	1.2923	-0.1448	1.5800	-1.9924	0.3941	0.0907	NaN	0.1276	-0.4591	0.9964	1.9325	1.2369	-2.3405	-0.8613	-0.6284	0.5654	0.7570	-0.4164	-2.2272	0.7299	-1.6419	0.3579	NaN	0.2003	0.2753	1.0656	-1.2029	-0.2076	0.2912	0.1515	1.1915	1.2448	0.3094	-3.3349	NaN	-0.7245	0.2844	1.2910	NaN	0.7226	0.6376	-0.7266	0.8730	-0.3622	-1.0391	-2.1378	0.7122	-0.1664	-0.0590	-1.6960	-0.5551	-0.3942	0.5250	-0.1033	-0.8772	0.4415	-0.6619	0.7601
PC|PC	0.3882	NaN	-0.8001	NaN	NaN	0.3792	NaN	2.1532	NaN	-0.0500	0.0641	NaN	1.1142	-0.3787	-0.6168	-1.8266	NaN	-1.1490	-0.2677	NaN	NaN	0.3759	0.9526	NaN	0.2934	-0.3493	0.4166	NaN	-0.4725	2.5085	0.8949	-0.5745	1.3307	-0.5381	NaN	NaN	-1.3220	-0.6656	NaN	NaN	0.7993	1.4294	NaN	1.2110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2599	NaN	NaN	-1.8762	NaN	NaN	NaN	1.1990	NaN	-0.9246	0.6188	NaN	-1.6397	0.6410	0.7705	-0.6980	NaN	NaN	-0.3366	NaN	-1.2445	0.6880	NaN	0.0228	NaN	NaN	-0.1026	0.5791	-0.7407	NaN	NaN	NaN	-0.8263	-1.1283	0.6279	NaN	0.3296
PCBD1|PCBD1	NaN	NaN	NaN	NaN	-0.0561	-0.7493	NaN	NaN	-0.1432	-0.5083	NaN	NaN	-0.8783	0.4986	-0.3673	-1.0887	-0.7097	-0.0361	NaN	NaN	0.7142	0.5127	NaN	0.9527	NaN	0.5290	-0.1569	1.0505	3.3111	1.7606	1.5289	-0.5955	0.4205	0.5971	NaN	NaN	-0.3414	-0.5809	0.0673	-0.4101	0.1997	-0.1645	0.0767	-0.9061	NaN	-0.7361	0.6425	0.6903	0.5182	-0.3259	-2.5013	0.9627	-0.2730	-0.0834	0.1699	0.0266	-0.8725	NaN	-1.0788	NaN	1.8214	NaN	NaN	NaN	-0.8686	NaN	-0.2018	0.8350	-3.6647	0.8966	-0.3056	0.3779	NaN	NaN	NaN	0.4540	-0.9959	-1.0557	0.2812	0.0220	-0.2981	-0.8433	NaN	NaN	NaN	0.1148	-0.3364	1.6228	0.3838	0.0940
PCBP1|PCBP1	0.2341	0.1817	-0.0146	0.4808	-1.0974	1.0563	1.0063	2.3914	-0.0967	-0.1111	0.0200	0.2629	-0.2574	-0.6784	0.6305	0.7007	0.3364	-0.1316	0.3586	-2.1436	0.0520	1.7911	1.3057	-0.7477	0.7825	0.4891	0.8069	1.3010	-1.2400	1.0362	0.4297	-0.1197	1.3162	0.9354	-1.6624	-0.8803	-0.0756	0.3143	0.2730	0.5943	-0.7550	1.0911	1.3516	-0.1447	0.2196	-1.1076	-1.3305	0.7375	-1.3301	0.0070	-1.4676	0.1676	-0.3207	-0.4778	1.3784	-0.1329	-1.3007	-0.6333	-0.7396	-0.3175	0.8693	1.4251	0.7178	1.0172	0.4591	-3.0860	0.3731	0.3006	-1.5680	0.3663	-0.2673	0.3830	0.6341	-2.6015	1.6910	-0.4298	1.2317	-0.8205	-1.0558	-0.0335	0.0183	-0.0342	-1.9145	-0.3868	-1.3307	-0.0360	-1.0254	-0.9178	0.7446	0.5514
PCBP2|PCBP2	0.0830	0.4846	-0.3455	0.6267	-0.9828	0.8277	1.0498	1.5223	-0.0491	-0.0119	0.1851	0.4122	0.0251	-0.4658	0.4884	0.9614	0.1180	-0.2347	0.3215	-1.7688	0.2815	1.7141	1.9376	-1.2037	0.5493	0.3266	0.8509	1.2052	-0.8797	0.8561	0.7942	-0.1022	1.2914	0.7452	-1.5743	-1.4461	-0.5137	0.2163	0.5706	1.0072	-0.0203	0.5281	1.3319	-0.3877	-0.2039	-1.5099	-1.6141	0.9457	-1.5683	-0.1570	-0.9831	1.1701	0.0842	-0.3849	1.1758	0.1048	-3.2780	-0.2249	-0.8141	-0.2102	0.6830	1.3530	0.3473	1.0878	0.6149	-3.1519	0.4494	0.2762	-1.1375	0.4021	0.0283	0.0806	1.0034	-1.9519	1.4680	-0.5107	0.4066	-0.8596	-1.1416	0.1744	0.0654	-0.0771	-1.5942	-0.6460	-1.2381	-0.2368	-0.4401	-0.5709	0.6441	0.6139
PCCA|PCCA	1.1663	-0.6176	0.4831	-0.0474	-1.2582	-0.4447	-0.0871	0.2474	0.1034	0.3881	-0.5819	0.2229	-0.2140	0.4325	1.4788	-0.7228	1.7495	-0.4703	0.9369	-0.9153	-0.9685	0.6513	0.4428	-0.5848	0.2320	0.9292	1.5229	1.9794	-1.6572	1.2476	-0.0088	1.7652	0.9561	1.1375	-0.6289	-2.6502	0.0942	-0.5851	-1.5873	1.4057	-0.4785	0.5057	0.1475	-0.2934	-2.2748	0.6276	-0.3885	0.0296	-1.0826	0.9175	-2.0201	1.0491	0.3592	0.3738	1.5207	-0.2621	-0.5444	-0.7618	-0.9112	0.7471	NaN	0.3232	-0.0344	0.3953	0.1090	-1.1673	-0.3400	-0.0976	-0.0851	1.0234	-0.3622	0.6801	0.3111	-1.2246	0.6456	0.0614	1.7199	-0.6338	1.7534	-0.9826	0.1256	-0.6205	-2.0526	-0.4774	-1.0479	1.2557	-1.2291	-1.9554	0.6655	0.4385
PCCB|PCCB	1.4280	0.0004	0.7318	1.2173	NaN	0.9913	0.0707	2.3440	0.3254	0.9196	-0.2905	-0.3357	-0.7876	-0.4533	0.9549	-0.8869	1.2316	-0.4420	0.2667	-2.6637	-0.5169	1.4377	NaN	-0.5849	0.8216	0.9737	0.0424	0.8407	-1.1204	0.5389	0.4499	0.5393	1.1709	1.1535	-0.4040	-0.8484	0.6018	-0.2452	-2.2760	-1.2362	0.0650	0.7547	0.1544	0.4142	-1.3435	-0.9491	0.1159	-0.4895	-0.7872	1.1268	-0.7116	0.2770	0.0694	0.7594	0.8594	-0.7546	-0.2723	0.1854	-1.2727	1.0066	-1.9522	0.3002	0.8417	0.6983	-0.4307	-1.6844	-0.5509	0.6215	-0.0426	0.9624	0.1302	0.6101	1.3025	-0.5042	1.0914	0.8423	1.3311	-0.4389	-1.8366	-0.2042	0.2409	NaN	-2.5075	0.1946	-1.1421	0.4243	-1.9078	-0.8877	-1.4389	0.7694
PCDH1|PCDH1	0.6386	NaN	NaN	-3.2510	0.2584	0.4626	NaN	0.1027	NaN	-0.5517	0.0528	0.3119	-1.5871	NaN	-0.6407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.0777	0.2884	NaN	NaN	0.5898	0.5064	0.7631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6739	0.6387	NaN	NaN	NaN	NaN	0.0156	NaN	NaN	1.3521	NaN	NaN	NaN	0.5065	NaN	NaN	NaN	0.6833	NaN	NaN	NaN	1.6169	-0.4907	0.3704	-0.5429	NaN	-0.6172	NaN	-0.5931	NaN	-0.0880	NaN	NaN	NaN	NaN	NaN	0.6084
